Typ;Názov v katalógu;Nájdený produkt v Shoptete;Skóre;Metóda;V ponuke
blade;DHS Wind Series W1130 - Chinese Penhold;;54.5;unmatched;nie
blade;Donic Anders Lind Hexa Carbon;;72.7;unmatched;nie
blade;Donic Balsa Carbo Certran Fiber;;68.0;unmatched;nie
blade;Donic Cayman;;64.0;unmatched;nie
blade;Donic Defplay Inner Carbon;;72.0;unmatched;nie
blade;Donic Defplay Senso V3;;92.7;unmatched;nie
blade;Donic Dotec True Carbon Inner;;75.0;unmatched;nie
blade;Donic Elite Carbon;;77.4;unmatched;nie
blade;Donic JO Waldner Gold Edition;;66.7;unmatched;nie
blade;Donic New Impuls 6.5;;90.0;unmatched;nie
blade;Donic New Impuls 7.5;;95.0;unmatched;nie
blade;Donic Original Exclusive Carbon;;79.4;unmatched;nie
blade;Donic Original No. 1;;72.7;unmatched;nie
blade;Donic Original No. 1 Senso;;72.0;unmatched;nie
blade;Donic Original Senso Carbon;;84.4;unmatched;nie
blade;Donic Original Senso V1;;75.6;unmatched;nie
blade;Donic Original True Carbon;;78.4;unmatched;nie
blade;Donic Original True Carbon Inner;;73.7;unmatched;nie
blade;Donic Persson Dotec Offensive;;79.2;unmatched;nie
blade;Donic Persson Power Allround;;85.7;unmatched;nie
blade;Donic Relevant;;82.4;unmatched;nie
blade;Donic Skachkov Carbon;;70.8;unmatched;nie
blade;Donic Waldner Black Devil Carbon Balsa;;71.9;unmatched;nie
blade;Donic Waldner Dotec AR;;92.7;unmatched;nie
blade;Donic Waldner JO Shape Limited Edition;;62.9;unmatched;nie
blade;Donic Waldner Legend Carbon;;86.8;unmatched;nie
blade;Donic Waldner Senso Carbon JO Shape Limited Edition;;67.5;unmatched;nie
blade;Donic Waldner Senso Carbon V1;;94.5;unmatched;nie
blade;Donic World Champion 89 - Appelgren All+;;63.6;unmatched;nie
blade;Donic World Champion 89 - Persson OFF+;;65.6;unmatched;nie
blade;Donic World Champion 89 - Waldner OFF;;62.5;unmatched;nie
blade;Donic Xtreme;;69.6;unmatched;nie
blade;Donic Zhang Jike New Era;;54.2;unmatched;nie
blade;Donic Zhang Jike Original Carbon;;70.2;unmatched;nie
blade;Donier RR+;;69.6;unmatched;nie
blade;Dr. Neubauer Bloodhound;;80.0;unmatched;nie
blade;Dr. Neubauer Colossus;;75.0;unmatched;nie
blade;Dr. Neubauer Firewall Plus;;96.0;unmatched;nie
blade;Dr. Neubauer Grand Master;;80.0;unmatched;nie
blade;Dr. Neubauer High Tech Cypress Carbon;;70.6;unmatched;nie
blade;Dr. Neubauer Magical Touch;;73.9;unmatched;nie
blade;Dr. Neubauer Matador Hybrid Carbon;;72.7;unmatched;nie
blade;Dr. Neubauer Matador Texa Carbon;;71.9;unmatched;nie
blade;Gambler Balsa Knight;;55.6;unmatched;nie
blade;Gambler Black Whirlwind;;46.5;unmatched;nie
blade;Gambler Blackout Max Speed Carbon;;53.8;unmatched;nie
blade;Gambler DJ Fly;;46.7;unmatched;nie
blade;Gambler DJ Fly - Chinese Penhold;;46.7;unmatched;nie
blade;Gambler Exotic Hinoki IM8 Carbon;;53.3;unmatched;nie
blade;Gambler Exotic Hinoki IM8 Carbon - Chinese Penhold;;53.3;unmatched;nie
blade;Gambler Exotic Wingwood IM8 Carbon;;50.0;unmatched;nie
blade;Gambler Fire Dragon Fast;;53.7;unmatched;nie
blade;Gambler Fire Dragon Fast - Chinese Penhold;;53.7;unmatched;nie
blade;Gambler Fire Dragon Hinoki;;50.0;unmatched;nie
blade;Gambler Fire Dragon Hinoki - Chinese Penhold;;50.0;unmatched;nie
blade;Gambler Fire Dragon Touch;;48.8;unmatched;nie
blade;Gambler Fire Dragon Touch - Chinese Penhold;;48.8;unmatched;nie
blade;Gambler IM7 Graphite;;47.1;unmatched;nie
blade;Gambler IM7 Graphite - Chinese Penhold;;47.1;unmatched;nie
blade;Gambler Instinct 2;;66.7;unmatched;nie
blade;Gambler Instinct 2 - Chinese Penhold;;66.7;unmatched;nie
blade;Gambler Vector Hinoki;;47.4;unmatched;nie
blade;Gambler Vector Speed;;55.6;unmatched;nie
blade;Gambler Vector Target;;49.0;unmatched;nie
blade;Gambler Zebra Classic Oversize;;54.5;unmatched;nie
blade;Gambler Zen;;50.0;unmatched;nie
blade;GEWO Allround Basic;;70.6;unmatched;nie
blade;GEWO Allround Classic;;77.3;unmatched;nie
blade;GEWO Alvaro Robles Off;;60.9;unmatched;nie
blade;GEWO Alvaro Robles Off-;;60.9;unmatched;nie
blade;GEWO Aruna All Plus;;62.9;unmatched;nie
blade;GEWO Aruna Carbon Basic;;68.3;unmatched;nie
blade;GEWO Aruna Energy ARC;;59.5;unmatched;nie
blade;GEWO Aruna Hinoki Carbon;;66.7;unmatched;nie
blade;GEWO Aruna Kids;;53.8;unmatched;nie
blade;GEWO Aruna Off;;66.7;unmatched;nie
blade;GEWO Basic Offensive;;74.4;unmatched;nie
blade;GEWO Bence Majoros Off;;55.6;unmatched;nie
blade;GEWO Celexxis Allround Classic;;67.9;unmatched;nie
blade;GEWO Celexxis Allround Classic - Chinese Penhold;;67.9;unmatched;nie
blade;GEWO Celexxis Fortissimo Carbon OFF;;57.7;unmatched;nie
blade;GEWO Celexxis Fortissimo Carbon Offensive Chinese Penhold;;56.2;unmatched;nie
blade;GEWO Celexxis Hinoki Ex-Carbon OFF;;58.8;unmatched;nie
blade;GEWO Celexxis Hinoki Ex-Carbon OFF - Chinese Penhold;;58.8;unmatched;nie
blade;GEWO Celexxis Offensive Classic;;61.5;unmatched;nie
blade;GEWO Celexxis Offensive Classic - Chinese Penhold;;61.5;unmatched;nie
blade;GEWO Ex-Force PBO-PC;;90.0;unmatched;nie
blade;GEWO Force ARC;;70.6;unmatched;nie
blade;GEWO Hybrid Carbon A/Speed All+;;64.4;unmatched;nie
blade;GEWO Hybrid Carbon M/Speed Off-;;64.4;unmatched;nie
blade;GEWO Hybrid Carbon X/Speed Off;;64.4;unmatched;nie
blade;GEWO In-Force Arc OFF-;;81.1;unmatched;nie
blade;GEWO In-Force S-HAC OFF;;82.1;unmatched;nie
blade;GEWO Karas Scepter;;55.6;unmatched;nie
blade;GEWO Power Allround;;74.4;unmatched;nie
blade;GEWO Power Carbon;;80.0;unmatched;nie
blade;GEWO Power Offense;;72.2;unmatched;nie
blade;GEWO Robles Hinoki Ex-Carbon;;61.2;unmatched;nie
blade;GEWO Sensus Carbo Speed;;62.2;unmatched;nie
blade;GEWO Sensus Carbo Touch;;62.2;unmatched;nie
blade;GEWO Sensus Powerfeeling;;55.0;unmatched;nie
blade;GEWO Velox Alpha Power Control;;75.0;unmatched;nie
blade;GEWO Xolo Allround;;70.6;unmatched;nie
blade;GEWO Xolo Offensive;;68.6;unmatched;nie
blade;GEWO Xolo Offensive Carbon;;61.9;unmatched;nie
blade;GEWO Youngster;;56.2;unmatched;nie
blade;GEWO Zoom Balance All+;;58.5;unmatched;nie
blade;GEWO Zoom Balance All+ for Kids;;52.0;unmatched;nie
blade;GEWO Zoom Pro Light;;55.8;unmatched;nie
blade;GEWO Zoom Pro Off-;;59.3;unmatched;nie
blade;Hallmark Carbon Extreme;;97.8;unmatched;nie
blade;Hallmark Ultra;;82.8;unmatched;nie
blade;Hallmark Wood Combination;;88.9;unmatched;nie
blade;Hunter Apex AC;;58.8;unmatched;nie
blade;Hunter Apex ZC;;55.6;unmatched;nie
blade;Hunter Black Widow;;48.6;unmatched;nie
blade;Hunter Caldera AC;;60.5;unmatched;nie
blade;Hunter Caldera ZC;;56.4;unmatched;nie
blade;Hunter Equalizer;;48.6;unmatched;nie
blade;Hunter Fang;;51.9;unmatched;nie
blade;Hunter Flame;;50.0;unmatched;nie
blade;Hunter Power-Touch;;56.2;unmatched;nie
blade;Hunter Sabre 7;;56.2;unmatched;nie
blade;Hunter X-Carbon;;71.4;unmatched;nie
blade;JOOLA BASEline Allround;;86.4;unmatched;nie
blade;JOOLA BASEline Offensive;;75.6;unmatched;nie
blade;JOOLA Rossi Jr;;87.5;unmatched;nie
blade;JOOLA Zhou Qihao Hyper ARY-C 45;;87.3;unmatched;nie
blade;Juic Balsa-C;;58.3;unmatched;nie
blade;Juic Cabriolet I-NP;;47.1;unmatched;nie
blade;Juic DryHeat;;52.2;unmatched;nie
blade;Juic Duo;;44.4;unmatched;nie
blade;Juic Ghost;;47.6;unmatched;nie
blade;Juic Light-Carbo - Japanese Penhold;;52.0;unmatched;nie
blade;Juic Patitan II - Japanese Penhold;;52.6;unmatched;nie
blade;Juic Perseus;;57.1;unmatched;nie
blade;Juic Pro Alpha;;54.1;unmatched;nie
blade;Juic Pro Alpha - Chinese Penhold;;54.1;unmatched;nie
blade;Juic Stream;;54.5;unmatched;nie
blade;Juic Titanium II Allround;;62.7;unmatched;nie
blade;Juic Titanium J Offense - Japanese Penhold;;51.1;unmatched;nie
blade;Juic Titanium Turbo FGP;;47.4;unmatched;nie
blade;Maxi Pong - Maxi;;51.6;unmatched;nie
blade;Maxi Pong - Maxi 2;;48.5;unmatched;nie
blade;Maxi Pong - Maxi 3;;48.5;unmatched;nie
blade;Nittaku A1X - Japanese Penhold;;57.1;unmatched;nie
blade;Nittaku Acoustic;;64.5;unmatched;nie
blade;Nittaku Acoustic - Chinese Penhold;;64.5;unmatched;nie
blade;Nittaku Acoustic Carbon;;65.1;unmatched;nie
blade;Nittaku Acoustic Carbon - Chinese Penhold;;65.1;unmatched;nie
blade;Nittaku Acoustic Carbon (Large Grip);;51.9;unmatched;nie
blade;Nittaku Acoustic Carbon G-Revision;;51.9;unmatched;nie
blade;Nittaku Acoustic Carbon Inner;;57.1;unmatched;nie
blade;Nittaku Acoustic Carbon Inner - Chinese Penhold;;57.1;unmatched;nie
blade;Nittaku Acoustic Carbon Inner G-Revision;;49.4;unmatched;nie
blade;Nittaku Acoustic Carbon Outer 5.8;;52.8;unmatched;nie
blade;Nittaku Acoustic G-Revision;;52.4;unmatched;nie
blade;Nittaku Acute - Japanese Penhold;;59.5;unmatched;nie
blade;Nittaku Endless;;66.7;unmatched;nie
blade;Nittaku Eto 2025 Snake Limited Edition;;45.9;unmatched;nie
blade;Nittaku Flyatt Carbon Alpha;;54.2;unmatched;nie
blade;Nittaku Goriki Danshi;;54.1;unmatched;nie
blade;Nittaku Goriki Super Cut;;61.5;unmatched;nie
blade;Nittaku Gyo-En;;62.1;unmatched;nie
blade;Nittaku H301 NXD;;51.6;unmatched;nie
blade;Nittaku Hina Hayata H2;;54.1;unmatched;nie
blade;Nittaku Hino Blade 5.22;;51.3;unmatched;nie
blade;Nittaku Hino Blade 7.22;;48.9;unmatched;nie
blade;Nittaku Kasumi Basic;;57.1;unmatched;nie
blade;Nittaku Latika Light;;57.1;unmatched;nie
blade;Nittaku Mima Ito Carbon;;65.1;unmatched;nie
blade;Nittaku Miyabi;;62.1;unmatched;nie
blade;Nittaku Miyabi R - Japanese Penhold;;51.3;unmatched;nie
blade;Nittaku Nordlinger AC;;55.6;unmatched;nie
blade;Nittaku Nordlinger DY;;55.6;unmatched;nie
blade;Nittaku Rising 2;;58.1;unmatched;nie
blade;Nittaku Septear Feel Inner;;73.2;unmatched;nie
blade;Nittaku So-Ten;;75.9;unmatched;nie
blade;Nittaku Streak R-H - Japanese Penhold;;61.9;unmatched;nie
blade;Nittaku Tenaly Acoustic;;57.9;unmatched;nie
blade;Nittaku Tenaly Carbon;;66.7;unmatched;nie
blade;Nittaku Tenaly Original;;63.2;unmatched;nie
blade;Nittaku Tornado King;;57.1;unmatched;nie
blade;Nittaku Tornado King Power;;55.3;unmatched;nie
blade;Nittaku Tribus Carbon;;63.4;unmatched;nie
blade;Nittaku Violin;;55.2;unmatched;nie
blade;Nittaku Violin - Chinese Penhold;;55.2;unmatched;nie
blade;Nittaku Violin Carbon;;63.4;unmatched;nie
blade;Nittaku Violoncello;;52.9;unmatched;nie
blade;Nittaku Winglight;;56.2;unmatched;nie
blade;Sanwei Breeze;;74.1;unmatched;nie
blade;Sanwei Echo;;72.0;unmatched;nie
blade;Sanwei Fextra;;72.0;unmatched;nie
blade;Sanwei Froster Pro;;61.1;unmatched;nie
blade;Sanwei Nitro;;71.4;unmatched;nie
blade;Sanwei Paramid;;84.6;unmatched;nie
blade;Sanwei Prism;;76.2;unmatched;nie
blade;Sanwei V5 Pro;;72.0;unmatched;nie
blade;Sauer & Troeger Banana;;77.6;unmatched;nie
blade;Sauer & Troeger Black & White;;72.4;unmatched;nie
blade;Sauer & Troeger Dominate All;;98.0;unmatched;nie
blade;Sauer & Troeger Firestarter;;98.2;unmatched;nie
blade;Sauer & Troeger Kasalla;;78.3;unmatched;nie
blade;Sauer & Troeger Unicorn;;78.3;unmatched;nie
blade;Sauer & Troeger Zeus;;97.7;unmatched;nie
blade;Sauer & Troeger Zhero;;86.4;unmatched;nie
blade;Stiga Allround Classic;;88.9;unmatched;nie
blade;Stiga Allround Classic - Chinese Penhold;;88.9;unmatched;nie
blade;Stiga Allround Classic Carbon;;81.6;unmatched;nie
blade;Stiga Allround Classic Cybershape;;71.4;unmatched;nie
blade;Stiga Allround Classic Cybershape - Chinese Penhold;;71.4;unmatched;nie
blade;Stiga Allround Evolution;;63.8;unmatched;nie
blade;Stiga Allround Evolution - Chinese Penhold;;63.8;unmatched;nie
blade;Stiga Aura Hybrid Carbon;;87.0;unmatched;nie
blade;Stiga Aura Hybrid Carbon - Chinese Penhold;;87.0;unmatched;nie
blade;Stiga Aura Hybrid Carbon Cybershape;;91.2;unmatched;nie
blade;Stiga Aura Hybrid Carbon Cybershape - Chinese Penhold;;91.2;unmatched;nie
blade;Stiga Carbo 7.6 WRB - Chinese Penhold;;66.7;unmatched;nie
blade;Stiga Carbon Soft Touch;;66.7;unmatched;nie
blade;Stiga Carbon Soft Touch Cybershape;;68.7;unmatched;nie
blade;Stiga Carbonado 190 - Chinese Penhold;;94.7;unmatched;nie
blade;Stiga Carbonado 45;;97.3;unmatched;nie
blade;Stiga Carbonado 45 - Chinese Penhold;;97.3;unmatched;nie
blade;Stiga Carbonado 90;;97.3;unmatched;nie
blade;Stiga Celero Wood JP;;91.9;unmatched;nie
blade;Stiga Clipper Classic;;86.5;unmatched;nie
blade;Stiga Clipper Classic - Chinese Penhold;;86.5;unmatched;nie
blade;Stiga Clipper Cybershape;;80.0;unmatched;nie
blade;Stiga Clipper Cybershape - Chinese Penhold;;80.0;unmatched;nie
blade;Stiga Cybershape Carbon CWT;;92.0;unmatched;nie
blade;Stiga Cybershape Carbon CWT - Chinese Penhold;;92.0;unmatched;nie
blade;Stiga Cybershape Carbon CWT Truls Edition;;71.9;unmatched;nie
blade;Stiga Cybershape Wood;;81.8;unmatched;nie
blade;Stiga Cybershape Wood - Chinese Penhold;;81.8;unmatched;nie
blade;Stiga Cybershape Wood CWT;;75.0;unmatched;nie
blade;Stiga Cybershape Wood CWT - Chinese Penhold;;75.0;unmatched;nie
blade;Stiga Defensive Classic II;;71.1;unmatched;nie
blade;Stiga Defensive Classic II Cybershape;;60.7;unmatched;nie
blade;Stiga Destiny Carbon;;75.0;unmatched;nie
blade;Stiga Destiny Carbon Cybershape;;81.2;unmatched;nie
blade;Stiga Dynasty Carbon;;75.0;unmatched;nie
blade;Stiga Dynasty Carbon - Chinese Penhold;;75.0;unmatched;nie
blade;Stiga Dynasty Carbon Xu Xin Edition;;65.6;unmatched;nie
blade;Stiga Energy Wood WRB V2;;80.0;unmatched;nie
blade;Stiga Energy Wood WRB V2 - Chinese Penhold;;80.0;unmatched;nie
blade;Stiga Inspira CCF;;72.7;unmatched;nie
blade;Stiga Inspira CCF - Chinese Penhold;;72.7;unmatched;nie
blade;Stiga Inspira Hybrid Carbon;;85.7;unmatched;nie
blade;Stiga Inspira Hybrid Carbon - Chinese Penhold;;85.7;unmatched;nie
blade;Stiga Intensity NCT;;84.4;unmatched;nie
blade;Stiga Legacy Carbon;;82.1;unmatched;nie
blade;Stiga Legacy Carbon - Chinese Penhold;;82.1;unmatched;nie
blade;Stiga Nostalgic VII;;60.0;unmatched;nie
blade;Stiga Offensive Classic;;73.7;unmatched;nie
blade;Stiga Offensive Classic - Chinese Penhold;;73.7;unmatched;nie
blade;Stiga Pure;;69.6;unmatched;nie
blade;Stiga Pure CWT;;66.7;unmatched;nie
blade;Stiga Pure Cybershape;;72.7;unmatched;nie
blade;Stiga Pure Cybershape CWT;;75.0;unmatched;nie
blade;Stiga Rosewood NCT VII;;85.7;unmatched;nie
blade;Stiga Wavy Ultra Fiber;;57.1;unmatched;nie
blade;Stiga Wavy Ultra Fiber - Chinese Penhold;;57.1;unmatched;nie
blade;Stiga Wavy Ultra Fiber Cybershape;;63.6;unmatched;nie
blade;Tibhar Alexis Lebrun Krypto Carbon;;79.4;unmatched;nie
blade;Tibhar Dynamic JC;;89.5;unmatched;nie
blade;Tibhar E. Lebesson;;93.8;unmatched;nie
blade;Tibhar Felix Lebrun ALL;;82.1;unmatched;nie
blade;Tibhar Felix Lebrun Hyper Carbon;;81.2;unmatched;nie
blade;Tibhar Felix Lebrun Hyper Carbon - Chinese Penhold;;81.2;unmatched;nie
blade;Tibhar Felix Lebrun OFF-;;82.1;unmatched;nie
blade;Tibhar Fortino Pro DC Inside;;78.3;unmatched;nie
blade;Tibhar Kratos;;92.3;unmatched;nie
blade;Tibhar Samsonov Force Pro Black Edition;;78.1;unmatched;nie
blade;Tibhar Stratus Power Defense;;98.2;unmatched;nie
blade;Tibhar Stratus Power Wood;;98.0;unmatched;nie
blade;Tibhar Stratus Samsonov Carbon;;84.6;unmatched;nie
blade;Victas 90th Anniversary Koji Matsushita;;72.1;unmatched;nie
blade;Victas Arsnova;;66.7;unmatched;nie
blade;Victas Arsnova - Chinese Penhold;;66.7;unmatched;nie
blade;Victas Award Allround;;81.8;unmatched;nie
blade;Victas Award Defensive;;68.3;unmatched;nie
blade;Victas Award Offensive;;64.0;unmatched;nie
blade;Victas Benedikt Duda AFC;;60.5;unmatched;nie
blade;Victas Birmingham 77 - Japanese Penhold;;52.2;unmatched;nie
blade;Victas Black Balsa V 5.0;;95.7;unmatched;nie
blade;Victas Black Balsa V 5.0 - Chinese Penhold;;95.7;unmatched;nie
blade;Victas Black Balsa V 7.0;;95.7;unmatched;nie
blade;Victas Black Balsa V 7.0 - Chinese Penhold;;95.7;unmatched;nie
blade;Victas Blast - Japanese Penhold;;63.4;unmatched;nie
blade;Victas Dezel;;69.0;unmatched;nie
blade;Victas Dynam 10.5 - Japanese Penhold;;65.1;unmatched;nie
blade;Victas Dynam 9.0 - Japanese Penhold;;66.7;unmatched;nie
blade;Victas Fire Fall VC (Old version);;82.0;unmatched;nie
blade;Victas Gladias AR;;63.2;unmatched;nie
blade;Victas Gladias AR - Chinese Penhold;;63.2;unmatched;nie
blade;Victas Gladias EX;;64.7;unmatched;nie
blade;Victas Gladias HA;;63.2;unmatched;nie
blade;Victas Hino-Carbon Power;;71.1;unmatched;nie
blade;Victas Hino-Carbon Power - Chinese Penhold;;71.1;unmatched;nie
blade;Victas Hino-Carbon S - Japanese Penhold;;57.1;unmatched;nie
blade;Victas Hino-Carbon SR - Japanese Penhold;;56.0;unmatched;nie
blade;Victas Koji Matsushita Defensive;;85.3;unmatched;nie
blade;Victas Koji Matsushita Offensive;;85.3;unmatched;nie
blade;Victas Koji Matsushita ZC;;93.6;unmatched;nie
blade;Victas Koki Niwa ZC;;91.4;unmatched;nie
blade;Victas Lightness;;58.8;unmatched;nie
blade;Victas Ni Xialian The Legend - Chinese Penhold;;62.1;unmatched;nie
blade;Victas Quartet AFC;;94.4;unmatched;nie
blade;Victas Quartet AFC - Chinese Penhold;;94.4;unmatched;nie
blade;Victas Sleek - Japanese Penhold;;58.5;unmatched;nie
blade;Victas Spin Ace Carbon;;66.7;unmatched;nie
blade;Victas Swat;;66.7;unmatched;nie
blade;Victas Swat 5PW;;71.0;unmatched;nie
blade;Victas Swat Carbon;;68.3;unmatched;nie
blade;Victas Swat Carbon - Chinese Penhold;;68.3;unmatched;nie
blade;Victas Swat Power;;73.7;unmatched;nie
blade;Victas Swat Speed;;81.1;unmatched;nie
blade;Victas V Black;;66.7;unmatched;nie
blade;Victas V Blue;;62.1;unmatched;nie
blade;Victas V Orange;;58.1;unmatched;nie
blade;Victas V Wood;;82.8;unmatched;nie
blade;Victas ZX-Gear Fiber;;95.0;unmatched;nie
blade;XIOM 36.5 ALXi;;96.3;unmatched;nie
blade;XIOM AJH TMXI;;60.9;unmatched;nie
blade;XIOM AJH TMXi Pro;;66.7;unmatched;nie
blade;XIOM Aria;;78.3;unmatched;nie
blade;XIOM Hayabusa ZLX;;97.0;unmatched;nie
blade;XIOM Hibi-O;;72.7;unmatched;nie
blade;XIOM Hibi-O Pro;;69.0;unmatched;nie
blade;XIOM Hibi-O Tour- Japanese Penhold;;55.0;unmatched;nie
blade;XIOM Hugo ALX Pro;;73.3;unmatched;nie
blade;XIOM Hugo HAL;;72.7;unmatched;nie
blade;XIOM Hugo TMXi Pro Supreme;;57.1;unmatched;nie
blade;XIOM Ice Cream AZX PRO;;90.0;unmatched;nie
blade;XIOM Ice Cream AZXi PRO;;90.5;unmatched;nie
blade;XIOM Katana Gold - Japanese Penhold;;53.3;unmatched;nie
blade;XIOM Katana Platinum - Japanese Penhold;;53.1;unmatched;nie
blade;XIOM Katana Silver - Japanese Penhold;;55.8;unmatched;nie
blade;XIOM MUV Prospeed - Japanese Penhold;;51.9;unmatched;nie
blade;XIOM Novus 19 Allround S;;76.9;unmatched;nie
blade;XIOM Novus 19 Axelo;;69.0;unmatched;nie
blade;XIOM Novus 19 Extreme S;;75.7;unmatched;nie
blade;XIOM Novus 19 Ignito;;71.0;unmatched;nie
blade;XIOM Novus 19 Offensive S;;78.0;unmatched;nie
blade;XIOM Novus 19 Stradivarius;;79.1;unmatched;nie
blade;XIOM Novus 19 Strato;;71.0;unmatched;nie
blade;XIOM Power Hinoki - Japanese Penhold;;52.4;unmatched;nie
blade;XIOM Vivid - Navy;;66.7;unmatched;nie
blade;XIOM Vivid - Purple;;60.0;unmatched;nie
blade;XIOM Zeta Offensive;;80.0;unmatched;nie
blade;XIOM Zeta Offensive+;;77.8;unmatched;nie
blade;Yasaka Battle Balsa;;62.5;unmatched;nie
blade;Yasaka Double Face II - Japanese Penhold;;56.6;unmatched;nie
blade;Yasaka Extra Offensive 7 Power;;77.2;unmatched;nie
blade;Yasaka Extra Offensive 7 Power - Chinese Penhold;;77.2;unmatched;nie
blade;Yasaka Falck Carbon;;82.1;unmatched;nie
blade;Yasaka Hasha V - Japanese Penhold;;55.8;unmatched;nie
blade;Yasaka Ma Lin Extra Special;;84.6;unmatched;nie
blade;Yasaka Ma Lin Extra Special - Chinese Penhold;;84.6;unmatched;nie
blade;Yasaka Mark V Special Edition;;63.0;unmatched;nie
blade;Yasaka Max Carbon 3D;;80.0;unmatched;nie
blade;Yasaka Resonate AI;;64.9;unmatched;nie
blade;Yasaka Resonate AI Penhold;;64.9;unmatched;nie
blade;Yasaka Resonate GI;;64.5;unmatched;nie
blade;Yasaka Resonate GI - Chinese Penhold;;64.5;unmatched;nie
blade;Yasaka Resonate GO;;64.9;unmatched;nie
blade;Yasaka Resonate GO - Chinese Penhold;;64.9;unmatched;nie
